EVENTDAYWELLNAME,start_time,end_time,EVENTNAME,EVENTDAYDOWNTIME,EVENTDAYLOSSGAS,EVENTDAYLOSSOIL,EVENTDAYLOSSCONDENSATEFORMATION,GAS RATE,OIL RATE,CONDENSATE RATE,SIBU/NonSIBU,ROOTCAUSEDESCRIPTION
PK-A10:S1,9/21/2006 22:30,9/22/2006 0:00,SFOP_PIPE,1.5,2.874880263,0,-1.358744287,1.916586842,0,-0.905829525,NonSIBU,S/I for pigging operation MWP-A to PPA
PK-A10:S1,9/22/2006 0:00,9/22/2006 1:45,SFOP_PIPE,1.75,2.698069994,0,17.95649015,1.541754282,0,10.26085151,NonSIBU,S/I for pigging operation MWP-A to PPA
PK-A1:S1,9/22/2006 1:15,9/22/2006 1:40,SFOP_PIPE,0.416666667,0.444609549,0,2.253064641,1.067062917,0,5.407355134,NonSIBU,S/I for pigging act. MWP-A to PPA
PK-A11-ST1:S1,9/22/2006 1:15,9/22/2006 1:40,SFOP_PIPE,0.416666667,0.649613539,0,3.664589222,1.559072492,0,8.795014126,NonSIBU,S/I for pigging act. MWP-A to PPA
PK-A11-ST1:S1,9/22/2006 1:41,9/22/2006 4:28,SFOP_PIPE,2.783333333,4.339418439,0,24.47945601,1.559072493,0,8.795014136,NonSIBU,Back pressure shortfall after S/I for pigging act. MWP-A to PPA
PK-A1:S1,9/22/2006 1:41,9/22/2006 4:47,SFOP_PIPE,3.1,3.307895047,0,16.76280093,1.067062918,0,5.407355139,NonSIBU,Back pressure shortfall after S/I for pigging act. MWP-A to PPA
PK-A10:S1,9/22/2006 1:46,9/22/2006 5:30,SFOP_PIPE,3.733333333,5.755882654,0,38.30717898,1.541754282,0,10.26085151,NonSIBU,Back pressure shortfall after S/I for pigging act. MWP-A to PPA
PK-A12:S1,9/22/2006 6:40,9/23/2006 0:00,WRP_WSER,17.33333333,2.534473348,0,121.9725456,0.146219616,0,7.036877632,NonSIBU,S/I for tag TOS & perforation job
PK-A12:S1,9/23/2006 0:00,9/23/2006 3:30,WRP_WSER,3.5,4.685442704,0,60.89291877,1.338697915,0,17.39797679,NonSIBU,S/I for tag TOS & perforation job
PK-A12:S1,9/23/2006 3:31,9/23/2006 4:58,WRP_WSER,1.45,1.941111977,0,25.22706635,1.338697915,0,17.39797679,NonSIBU,Back pressure shortfall after perforation
PK-A12:S1,10/3/2006 8:25,10/4/2006 0:00,WRP_WSER,15.58333333,11.06881217,0,144.4930138,0.710298107,0,9.272278962,NonSIBU,S/I due to perforation at PK-A14 ( splitter well )
PK-A12:S1,10/4/2006 0:00,10/4/2006 20:40,WRP_WSER,20.66666667,14.64668952,0,163.2817782,0.708710783,0,7.900731202,NonSIBU,S/I due to perforation at PK-A14 ( splitter well )
PK-A14:S1,10/4/2006 9:40,10/4/2006 20:30,WRP_WSER,10.83333333,12.25175764,0,226.5457421,1.130931475,0,20.91191466,NonSIBU,S/I due to cleaned up to burner
PK-A14:S1,10/4/2006 20:31,10/5/2006 0:00,WRP_WSER,3.483333333,3.939411302,0,72.84316939,1.130931474,0,20.91191466,NonSIBU,Offload job
PK-A12:S1,10/5/2006 6:45,10/5/2006 9:45,WOP_TEST,3,2.588244672,0,25.26885375,0.862748224,0,8.42295125,NonSIBU,Single test on PK-A14
PK-A12:S1,10/5/2006 9:46,10/5/2006 10:37,WOP_OTHER,0.85,0.73333599,0,7.159508563,0.862748224,0,8.422951251,NonSIBU,S/I for test on A14
PK-A12:S1,10/7/2006 15:00,10/7/2006 16:20,WOP_OTHER,1.333333333,1.458054787,0,7.497915616,1.093541091,0,5.623436713,NonSIBU,"Replaced bean chk to192/64"" on PK-A14 instead 128/64"""
PK-A14:S1,10/7/2006 15:00,10/7/2006 16:20,WOP_OTHER,1.333333333,1.89222758,0,16.63098624,1.419170685,0,12.47323968,NonSIBU,"Replaced bean chk to192/64"" on PK-A14 instead 128/64"""
PK-A11-ST1:S1,10/10/2006 11:00,10/10/2006 17:45,SFENP_EQIN,6.75,8.6893791,0,131.9019249,1.287315422,0,19.54102591,NonSIBU,A/choke replacement
PK-A11-ST1:S1,10/14/2006 7:50,10/14/2006 8:25,SFOP_EQIN,0.583333333,1.497479714,0,-3.346884464,2.567108083,0,-5.737516227,NonSIBU,S/I the well for auto choke calibration.
PK-A10:S1,10/19/2006 8:55,10/19/2006 13:00,WOP_DHSV,4.083333333,5.60802508,0,35.86830234,1.373393897,0,8.784074043,NonSIBU,S/I due to DHSV leak test
PK-A1:S1,10/31/2006 9:40,10/31/2006 12:45,SFOP_PIPE,3.083333333,2.788887904,0,17.07494753,0.904504185,0,5.537820821,NonSIBU,S/I due to pigging opration from MWP-A to PPA
PK-A11-ST1:S1,10/31/2006 9:40,10/31/2006 12:45,SFOP_PIPE,3.083333333,4.021166541,0,26.59874192,1.304162122,0,8.626619002,NonSIBU,S/I due to pigging opration from MWP-A to PPA
PK-A14:S1,10/31/2006 9:40,10/31/2006 12:45,SFOP_PIPE,3.083333333,2.170981254,0,38.1069651,0.704102028,0,12.35901571,NonSIBU,S/I due to pigging opration from MWP-A to PPA
PK-A12:S1,10/31/2006 9:40,10/31/2006 12:45,SFOP_PIPE,3.083333333,1.526880384,0,20.37095719,0.495204449,0,6.606796927,NonSIBU,S/I due to pigging opration from MWP-A to PPA
PK-A12:S1,10/31/2006 12:46,11/1/2006 0:00,SFONP_OTHER,11.23333333,5.562796643,0,74.21635213,0.495204449,0,6.606796927,NonSIBU,Spray pigging MWP-A to PPA
PK-A14:S1,10/31/2006 12:46,10/31/2006 14:00,SFONP_OTHER,1.233333333,0.868392501,0,15.24278604,0.704102028,0,12.35901571,NonSIBU,Spray pigging MWP-A to PPA
PK-A14:S1,11/2/2006 12:35,11/2/2006 16:30,WOP_TEST,3.916666667,2.820059259,0,58.22338079,0.72001513,0,14.86554403,NonSIBU,single test PK-A12
PK-A14:S1,11/2/2006 16:31,11/2/2006 18:07,WOP_TEST,1.6,1.152024208,0,23.78487045,0.72001513,0,14.86554403,NonSIBU,Back pressure shortfall after single test PK-A12
PK-A14:S1,11/3/2006 0:01,11/3/2006 2:02,WOP_TEST,2.016666667,1.683605125,0,31.87746069,0.834845516,0,15.8070053,NonSIBU,Back pressure shortfall due to test on PK-A12
PK-A14:S1,11/22/2006 8:30,11/22/2006 11:30,SFOP_EQIN,3,2.103868829,0,37.40877065,0.70128961,0,12.46959022,NonSIBU,S/I the well for auto choke calibration.
PK-A14:S1,11/22/2006 11:31,11/22/2006 12:08,SFOP_EQIN,0.616666667,0.432461926,0,7.689580634,0.701289609,0,12.46959021,NonSIBU,Back pressure shortfall after S/I the well for auto choke calibration.
PK-A1:S1,11/23/2006 10:59,11/23/2006 13:10,SFENP_EQIN,2.183333333,2.274990766,0,21.56939568,1.041980504,0,9.879112527,NonSIBU,S/D due tp PSDV10055 closed
PK-A14:S1,11/23/2006 10:59,11/23/2006 17:40,SFENP_EQIN,6.683333333,4.423946469,0,72.23926923,0.661937128,0,10.80886821,NonSIBU,S/D due tp PSDV10055 closed
PK-A10:S1,11/23/2006 10:59,11/23/2006 13:10,SFENP_EQIN,2.183333333,3.595611199,0,30.64710549,1.646844824,0,14.03684221,NonSIBU,S/D due to PSDV10055 closed
PK-A11-ST1:S1,11/23/2006 10:59,11/23/2006 13:10,SFENP_EQIN,2.183333333,3.552942112,0,35.90042015,1.627301731,0,16.44294053,NonSIBU,S/D due tp PSDV10055 closed
PK-A12:S1,11/23/2006 10:59,11/23/2006 17:40,SFENP_EQIN,6.683333333,3.108383643,0,42.48735655,0.465094809,0,6.357210457,NonSIBU,S/D due tp PSDV10055 closed
PK-A12:S1,12/2/2006 20:25,12/3/2006 0:00,WRP_WSER,3.583333333,1.745143405,0,28.78904517,0.487016764,0,8.034152141,NonSIBU,Perforation phase-2
PK-A12:S1,12/3/2006 0:00,12/4/2006 0:00,WRP_WSER,24,9.91587195,0,157.4735911,0.413161331,0,6.561399629,NonSIBU,Perforation phase-2
PK-A12:S1,12/4/2006 0:00,12/4/2006 19:20,WRP_WSER,19.33333333,12.68337191,0,202.6267953,0.656036478,0,10.48069631,NonSIBU,Perforation phase-2
PK-A14:S1,12/4/2006 19:10,12/5/2006 0:00,WRP_WSER,4.833333333,3.196157039,0,62.84588302,0.66127387,0,13.00259649,NonSIBU,Perforation phase*2
PK-A14:S1,12/5/2006 0:00,12/6/2006 0:00,WRP_WSER,24,14.19229759,0,277.5455033,0.591345733,0,11.56439597,NonSIBU,Perforation phase*2
PK-A12:S1,12/5/2006 11:30,12/6/2006 0:00,WOP_OTHER,12.5,8.310005511,0,137.1573568,0.664800441,0,10.97258854,NonSIBU,Perforation on PK-A14 ( spliter well )
PK-A14:S1,12/6/2006 0:00,12/6/2006 14:40,WRP_WSER,14.66666667,8.753465572,0,160.6735686,0.596827198,0,10.95501604,NonSIBU,Perforation phase*2
PK-A12:S1,12/6/2006 0:00,12/6/2006 9:50,WOP_OTHER,9.833333333,6.547319994,0,101.3141092,0.665829152,0,10.30312975,NonSIBU,Perforation on PK-A14 ( spliter well )
PK-A12:S1,12/12/2006 11:40,12/12/2006 15:15,WOP_TEST,3.583333333,2.339137306,0,43.02809852,0.652782504,0,12.00784145,NonSIBU,SI During well test on PK-A14
PK-A14:S1,12/13/2006 13:00,12/13/2006 16:35,WOP_TEST,3.583333333,3.000909476,0,43.2321043,0.83746311,0,12.06477329,NonSIBU,During well test PK-A12 ( Splitter well )
PK-A1:S1,1/1/2007 9:40,1/1/2007 13:15,WOP_DHSV,3.583333333,3.536618097,0,30.38207724,0.98696319,0,8.478719231,NonSIBU,DHSV leak test
PK-A14:S1,1/13/2007 12:15,1/13/2007 16:35,WOP_TEST,4.333333333,2.364162289,0,36.01638501,0.545575913,0,8.311473464,NonSIBU,S/I due to Production test on PK-A12
PK-A12:S1,1/18/2007 8:20,1/18/2007 14:10,WOP_OTHER,5.833333333,2.956222568,0,44.56537176,0.506781012,0,7.639778016,NonSIBU,Sampling at PK-A14 ( spliter well )
PK-A10:S1,2/6/2007 9:20,2/6/2007 12:30,SFOP_OTHER,3.166666667,4.826357917,0,23.82859838,1.524113026,0,7.52482054,NonSIBU,S/I the well for pigging activity
PK-A11-ST1:S1,2/12/2007 21:25,2/13/2007 0:00,WRP_PLOG,2.583333333,1.90106481,0,4.473017396,0.735896056,0,1.731490605,NonSIBU,MRPL program
PK-A11-ST1:S1,2/13/2007 0:00,2/13/2007 5:55,WRP_PLOG,5.916666667,2.844235751,0,11.04145668,0.480715902,0,1.866161692,NonSIBU,MRPL program
PK-A11-ST1:S1,2/13/2007 9:10,2/13/2007 9:30,WRP_PLOG,0.333333333,0.160238634,0,0.622053897,0.480715902,0,1.866161693,NonSIBU,MRPL program
PK-A11-ST1:S1,2/15/2007 8:20,2/15/2007 17:00,WRP_PLOG,8.666666667,4.250141056,0,15.7173042,0.490400891,0,1.8135351,NonSIBU,S/I for MRPL program
PK-A12:S1,2/17/2007 14:15,2/17/2007 17:50,WOP_TEST,3.583333333,1.819245925,0,14.4729404,0.507696537,0,4.038960112,NonSIBU,S/I for test PK-A14 (SIP=107.4 B)
PK-A14:S1,3/15/2007 12:30,3/15/2007 15:45,WOP_TEST,3.25,1.550221836,0,73.21098216,0.476991334,0,22.52645605,NonSIBU,S/I for single test PK-A12
PK-A12:S1,3/17/2007 12:25,3/17/2007 16:00,WOP_TEST,3.583333333,1.559014726,0,22.06421669,0.435073877,0,6.157455821,NonSIBU,S/I for individual test of PK-A14
PK-A10:S1,3/25/2007 8:00,3/25/2007 12:40,WOP_DHSV,4.666666667,7.066699783,0,85.46595551,1.514292811,0,18.31413332,NonSIBU,DHSV leak test
PK-A11-ST1:S1,4/1/2007 8:50,4/1/2007 12:05,WOP_DHSV,3.25,0.652900788,0,16.07150181,0.20089255,0,4.94507748,NonSIBU,DHSV leak test
PK-A11-ST1:S1,4/13/2007 0:01,4/13/2007 1:29,SFOP_OTHER,1.466666667,1.404742697,0,37.44011782,0.957779111,0,25.52735305,NonSIBU,Backpressure S/F related to well chocke & switched for A6 test
PK-A11-ST1:S1,4/17/2007 9:50,4/17/2007 16:00,WOP_OTHER,6.166666667,4.370292803,0,224.5597579,0.70869613,0,36.41509587,NonSIBU,S/I for Slick Line Job (Dummy Run)
PK-A14:S1,4/17/2007 12:35,4/17/2007 16:00,WOP_TEST,3.416666667,1.272204746,0,6.689229813,0.372352609,0,1.95782336,NonSIBU,S/I for Single Test PK - A12
PK-A11-ST1:S1,4/18/2007 9:00,4/18/2007 16:25,WOP_OTHER,7.416666667,5.114349131,0,275.3601782,0.689575164,0,37.12721504,NonSIBU,S/I for slick line job
PK-A11-ST1:S1,4/21/2007 8:40,4/21/2007 16:00,WRP_WSER,7.333333333,4.825223793,0,264.3923837,0.657985063,0,36.05350687,NonSIBU,Slickline job
PK-A12:S1,4/24/2007 8:35,4/24/2007 16:20,WRP_PLOG,7.75,3.244767076,0,43.38323218,0.418679623,0,5.59783641,NonSIBU,S/I for MRPL preparation
PK-A12:S1,4/25/2007 9:20,4/25/2007 11:58,WRP_PLOG,2.633333333,1.110130866,0,10.03886792,0.421568683,0,3.812228325,NonSIBU,MRPL program
PK-A12:S1,4/25/2007 15:10,4/25/2007 16:55,WRP_PLOG,1.75,0.737745196,0,6.671399564,0.421568683,0,3.812228322,NonSIBU,Rig down slickline unit
PK-A12:S1,4/25/2007 16:56,4/25/2007 19:57,WRP_PLOG,3.016666667,1.271732195,0,11.50022211,0.421568683,0,3.812228323,NonSIBU,Backpressure S/D related to well not fully recovered after S/I for MRPL program
PK-A12:S1,4/29/2007 8:25,4/29/2007 10:05,WRP_WSER,1.666666667,0.706151732,0,7.251154784,0.423691039,0,4.35069287,NonSIBU,S/I the well for Dummy run job
PK-A12:S1,4/29/2007 14:10,4/29/2007 16:40,WRP_WSER,2.5,1.059227597,0,10.87673218,0.423691039,0,4.350692872,NonSIBU,S/I the well for DHSV installation
PK-A11-ST1:S1,4/30/2007 8:15,4/30/2007 13:10,WRNP_WDI,4.916666667,3.118760803,0,177.3979202,0.634324231,0,36.08093292,NonSIBU,Offload the well to Cold vent via test separator
PK-A11-ST1:S1,5/3/2007 0:01,5/3/2007 0:12,SFOP_OTHER,0.183333333,0.083742645,0,9.278770438,0.456778064,0,50.61147521,NonSIBU,Choked due to test on A2
PK-A11-ST1:S1,5/4/2007 0:01,5/4/2007 0:13,SFOP_OTHER,0.2,0.071008855,0,7.473330387,0.355044275,0,37.36665194,NonSIBU,Choked due to test on A3
PK-A11-ST1:S1,5/7/2007 0:01,5/7/2007 0:23,WOP_SPMA,0.366666667,0.130091605,0,7.031196504,0.354795286,0,19.17599045,NonSIBU,S/I due to ESD-1
PK-A11-ST1:S1,5/12/2007 12:15,5/12/2007 14:00,WRP_WSER,1.75,0.165508492,0,14.74772108,0.094576281,0,8.427269189,NonSIBU,Liquid level measurement test
PK-A1:S1,5/14/2007 0:01,5/14/2007 3:54,OTHNP_BNT,3.883333333,0.549895508,0,13.44842603,0.141603993,0,3.463113999,NonSIBU,Choked due to BTG train S/D
PK-A14:S1,5/14/2007 0:01,5/14/2007 3:17,OTHNP_BNT,3.266666667,0.180102608,0,3.133223848,0.055133451,0,0.959150157,NonSIBU,Choked due to BTG train S/D
PK-A12:S1,5/14/2007 0:01,5/14/2007 3:26,OTHNP_BNT,3.416666667,0.231687028,0,6.076621814,0.067810837,0,1.778523458,NonSIBU,Choked due to BTG train S/D
PK-A11-ST1:S1,5/19/2007 0:01,5/19/2007 0:48,WOP_SPMA,0.783333333,0.112728622,0,1.869705614,0.143908879,0,2.386858232,NonSIBU,Back pressure shortfall due to switched to HP due to test on A9
PK-A11-ST1:S1,5/29/2007 8:30,5/29/2007 11:53,WOP_SICH,3.383333333,0.29853952,0,3.263646713,0.088238282,0,0.964624644,NonSIBU,To replace autochoke actuator
PK-A1:S1,6/12/2007 0:01,6/12/2007 3:22,OTHNP_BNT,3.35,5.173155486,0,15.67717988,1.544225518,0,4.679755188,NonSIBU,Choked due to BTG train S/D
PK-A10:S1,6/12/2007 0:01,6/12/2007 5:40,OTHNP_BNT,5.65,10.30783958,0,126.3566607,1.824396386,0,22.36401074,NonSIBU,Choked due to BTG train S/D
PK-A1:S1,6/13/2007 0:01,6/13/2007 2:29,OTHNP_BNT,2.466666667,3.862343293,0,16.96247637,1.565814848,0,6.876679609,NonSIBU,Choked due to BTG train S/D
PK-A10:S1,6/13/2007 0:01,6/13/2007 4:54,OTHNP_BNT,4.883333333,8.543833884,0,156.7135896,1.749590557,0,32.09152006,NonSIBU,Choked due to BTG train S/D
PK-A10:S1,6/16/2007 0:01,6/16/2007 7:11,OTHNP_BNT,7.166666667,10.12571064,0,277.2144208,1.412889857,0,38.68108197,NonSIBU,Choked due to Bontang Train S/D
PK-A1:S1,6/16/2007 0:01,6/16/2007 5:21,OTHNP_BNT,5.333333333,5.242858424,0,42.08038781,0.983035955,0,7.890072715,NonSIBU,Choked due to Bontang Train S/D
PK-A11-ST1:S1,6/29/2007 15:46,6/29/2007 20:15,WRP_WSER,4.483333333,0.37809726,0,1.892923701,0.084333961,0,0.422213465,NonSIBU,S/I for set bridge plug
PK-A11-ST1:S1,6/30/2007 8:20,6/30/2007 17:18,WRP_WSER,8.966666667,0.807546156,0,3.348290932,0.09006091,0,0.373415346,NonSIBU,S/I for set bridge plug 
PK-A11-ST1:S1,7/4/2007 2:00,7/4/2007 4:40,WRP_WSER,2.666666667,0.230110108,0,1.589379839,0.08629129,0,0.59601744,NonSIBU,Water shut off program
PK-A11-ST1:S1,7/5/2007 19:30,7/6/2007 0:00,WRP_WSER,4.5,0.37375267,0,2.725896779,0.083056149,0,0.60575484,NonSIBU,Water shut off program
PK-A11-ST1:S1,7/6/2007 0:00,7/6/2007 14:10,WRP_WSER,14.16666667,1.093884618,0,9.834453231,0.077215385,0,0.694196698,NonSIBU,Water shut off program
PK-A11-ST1:S1,7/6/2007 17:50,7/7/2007 0:00,WRP_WSER,6.166666667,0.47616154,0,4.280879642,0.077215385,0,0.694196699,NonSIBU,Water shut off program
PK-A11-ST1:S1,7/7/2007 0:00,7/8/2007 0:00,WRP_WSER,24,1.849195949,0,16.4111465,0.077049831,0,0.683797771,NonSIBU,Water shut off program
PK-A11-ST1:S1,7/8/2007 0:00,7/9/2007 0:00,WRP_WSER,24,1.847767377,0,16.66331518,0.076990307,0,0.694304799,NonSIBU,Water shut off program
PK-A11-ST1:S1,7/9/2007 0:00,7/10/2007 0:00,WRP_WSER,24,1.846338806,0,15.52947394,0.076930784,0,0.647061414,NonSIBU,Water shut off program
PK-A11-ST1:S1,7/10/2007 0:00,7/11/2007 0:00,WRP_WSER,24,1.844910234,0,16.52844941,0.07687126,0,0.688685392,NonSIBU,Water shut off program
PK-A11-ST1:S1,7/11/2007 0:00,7/11/2007 17:55,WRP_WSER,17.91666667,1.376595318,0,11.62714494,0.076833227,0,0.648956927,NonSIBU,Water shut off program
PK-A11-ST1:S1,7/11/2007 18:25,7/12/2007 0:00,WOP_OTHER,5.583333333,0.428985518,0,3.623342842,0.076833227,0,0.648956927,NonSIBU,Plug removal
PK-A11-ST1:S1,7/12/2007 0:00,7/12/2007 9:10,WOP_OTHER,9.166666667,1.86226411,0,49.31966555,0.203156085,0,5.380327151,NonSIBU,Plug removal
PK-A12:S1,7/12/2007 0:01,7/12/2007 3:54,WRP_WSER,3.883333333,1.408407542,0,11.56568551,0.362680054,0,2.978288114,NonSIBU,Switched to HP during offload on A11
PK-A14:S1,7/12/2007 0:01,7/12/2007 5:08,WRP_WSER,5.116666667,1.84991236,0,10.68243547,0.36154639,0,2.087772404,NonSIBU,Switched to HP during offload on A11
PK-A1:S1,7/12/2007 0:01,7/12/2007 4:16,WRP_WSER,4.25,5.689361961,0,44.49034839,1.338673403,0,10.46831727,NonSIBU,Switched to HP during offload on A11
PK-A12:S1,7/13/2007 0:01,7/13/2007 6:17,WRP_WSER,6.266666667,2.225153069,0,19.64699598,0.355077617,0,3.135158933,NonSIBU,Switched to HP during offload on A 11
PK-A14:S1,7/13/2007 0:01,7/13/2007 8:13,WRP_WSER,8.2,2.91018992,0,17.73740252,0.35490121,0,2.163097868,NonSIBU,Switched to HP during offload on A 11
PK-A1:S1,7/13/2007 0:01,7/13/2007 7:53,WRP_WSER,7.866666667,10.26967533,0,87.5126995,1.305467203,0,11.1244957,NonSIBU,Switched to HP during offload on A 11
PK-A11-ST1:S1,7/13/2007 17:15,7/13/2007 17:55,WRP_WSER,0.666666667,0.386773472,0,0.984032442,0.580160208,0,1.476048662,NonSIBU,S/I the well for rig down W/L units
PK-A12:S1,7/14/2007 0:01,7/14/2007 4:27,WRP_WSER,4.433333333,1.605986439,0,13.39934108,0.36225258,0,3.022407763,NonSIBU,Switched to HP dring offload on A11
PK-A1:S1,7/14/2007 0:01,7/14/2007 7:53,WRP_WSER,7.866666667,10.23117328,0,88.12959106,1.300572875,0,11.20291412,NonSIBU,Switched to HP dring offload on A11
PK-A14:S1,7/14/2007 0:01,7/14/2007 6:05,WRP_WSER,6.066666667,2.17792499,0,12.83647169,0.358998625,0,2.115901927,NonSIBU,Switched to HP dring offload on A11
PK-A11-ST1:S1,7/14/2007 8:20,7/14/2007 11:15,WRP_WSER,2.916666667,1.110778129,0,17.77253925,0.380838216,0,6.093442028,NonSIBU,S/I the well for rig up W/L units
PK-A12:S1,7/15/2007 0:01,7/15/2007 3:45,WRP_WSER,3.733333333,1.388456742,0,12.31403846,0.371908056,0,3.298403159,NonSIBU,Switched to HP during offload on A11
PK-A14:S1,7/15/2007 0:01,7/15/2007 4:39,WRP_WSER,4.633333333,1.710361658,0,10.65404868,0.369142804,0,2.299434967,NonSIBU,Switched to HP during offload on A11
PK-A1:S1,7/15/2007 0:01,7/15/2007 4:45,WRP_WSER,4.733333333,6.45199704,0,56.78252604,1.363097966,0,11.99630832,NonSIBU,Switched to HP during offload on A11
PK-A11-ST1:S1,7/15/2007 1:10,7/15/2007 3:15,WRP_WSER,2.083333333,1.011921446,0,13.37698846,0.485722294,0,6.420954462,NonSIBU,S/I the well for rig down coil tubing unit
PK-A1:S1,7/16/2007 0:01,7/16/2007 6:17,WRP_WSER,6.266666667,8.318788385,0,64.91599437,1.327466232,0,10.35893527,NonSIBU,Switched to HP during offload on A11
PK-A11-ST1:S1,7/20/2007 22:45,7/21/2007 0:00,WRP_PLOG,1.25,0.737120589,0,6.453571411,0.589696471,0,5.162857129,NonSIBU,S/I for PLT program
PK-A11-ST1:S1,7/21/2007 0:00,7/21/2007 9:15,WRP_PLOG,9.25,4.815521802,0,86.52347048,0.520596952,0,9.353888701,NonSIBU,S/I for PLT program
PK-A12:S1,7/21/2007 0:01,7/21/2007 3:14,WRP_PLOG,3.216666667,1.125760129,0,7.66981007,0.349977242,0,2.384396913,NonSIBU,Switched to HP during MRPL on A11
PK-A1:S1,7/21/2007 0:01,7/21/2007 3:34,WRP_PLOG,3.55,4.766171972,0,31.12612169,1.342583654,0,8.767921603,NonSIBU,Switched to HP during MRPL on A11
PK-A14:S1,7/21/2007 0:01,7/21/2007 4:21,WRP_PLOG,4.333333333,1.506431672,0,7.339000859,0.347638078,0,1.693615583,NonSIBU,Switched to HP during MRPL on A11
PK-A11-ST1:S1,7/21/2007 11:15,7/21/2007 12:35,WRP_PLOG,1.333333333,0.694129269,0,12.4718516,0.520596952,0,9.353888702,NonSIBU,S/I for PLT program
PK-A14:S1,7/22/2007 0:01,7/22/2007 12:20,WOP_OTHER,12.31666667,4.100779312,0,22.0860184,0.332945546,0,1.793181466,NonSIBU,Switched to HP during MRPL on A11
PK-A1:S1,7/22/2007 0:01,7/22/2007 9:19,WOP_OTHER,9.3,12.01053196,0,88.18566579,1.291455049,0,9.482329655,NonSIBU,Switched to HP during MRPL on A11
PK-A11-ST1:S1,7/22/2007 0:01,7/22/2007 4:54,WRP_PLOG,4.883333333,2.751587689,0,20.16206153,0.563465056,0,4.128749802,NonSIBU,Choked for MRPL program
PK-A12:S1,7/22/2007 0:01,7/22/2007 9:28,WOP_OTHER,9.45,3.134765445,0,24.73295397,0.331721211,0,2.617243806,NonSIBU,Switched to HP during MRPL on A11
PK-A10:S1,7/25/2007 0:01,7/25/2007 1:58,OTHNP_BNT,1.95,2.751103203,0,34.77540739,1.410822155,0,17.83354225,NonSIBU,Choked d/t Thermowell repair at E-1 Train-C (Bontang)
PK-A1:S1,7/25/2007 0:01,7/25/2007 1:56,OTHNP_BNT,1.916666667,2.938870019,0,11.32639266,1.533323488,0,5.909422256,NonSIBU,Choked d/t Thermowell repair at E-1 Train-C (Bontang)
PK-A1:S1,7/29/2007 12:00,7/29/2007 14:40,WOP_DHSV,2.666666667,3.814782472,0,22.02583408,1.430543427,0,8.259687779,NonSIBU,DHSV leak test
PK-A12:S1,7/30/2007 8:25,7/30/2007 16:40,WOP_OTHER,8.25,2.580515358,0,21.30276675,0.31278974,0,2.582153545,NonSIBU,PK-A14 DHSV leak test and auto choke replacement ( splitter well )
PK-A14:S1,7/30/2007 8:25,7/30/2007 16:40,WOP_SICH,8.25,2.631152511,0,14.40731119,0.318927577,0,1.74634075,NonSIBU,DHSV leak test and auto choke replacement 
PK-A12:S1,8/1/2007 0:01,8/1/2007 4:21,WOP_TEST,4.333333333,1.989988262,0,14.93747807,0.45922806,0,3.447110324,NonSIBU,BP shortfall due to well switched to HP during well test on A10 & A2
PK-A14:S1,8/1/2007 0:01,8/1/2007 5:48,WOP_TEST,5.783333333,1.937839471,0,10.3534793,0.335073107,0,1.790226968,NonSIBU,BP shortfall due to well switched to HP during well test on A10 & A2
PK-A11-ST1:S1,8/1/2007 0:01,8/1/2007 3:11,WOP_TEST,3.166666667,1.869780148,0,26.13374273,0.590456889,0,8.252760861,NonSIBU,BP shortfall due to well switched to HP during well test on A10 & A2
PK-A1:S1,8/1/2007 0:01,8/1/2007 4:08,WOP_TEST,4.116666667,5.344633246,0,36.85882174,1.298291477,0,8.953559936,NonSIBU,BP shortfall due to well switched to HP during well test on A10 & A2
PK-A1:S1,8/2/2007 0:01,8/2/2007 6:18,WOP_TEST,6.283333333,7.655507522,0,55.91387665,1.21838316,0,8.89876021,NonSIBU,Switched PK-A1/A8/A11/A12/A14 to HP mode due to well test
PK-A12:S1,8/2/2007 0:01,8/2/2007 4:41,WOP_TEST,4.666666667,2.080142742,0,15.30350428,0.445744873,0,3.279322345,NonSIBU,Switched PK-A1/A8/A11/A12/A14 to HP mode due to well test
PK-A11-ST1:S1,8/2/2007 0:01,8/2/2007 3:35,WOP_TEST,3.566666667,2.015141882,0,28.39702625,0.564993051,0,7.96178306,NonSIBU,Switched PK-A1/A8/A11/A12/A14 to HP mode due to well test
PK-A14:S1,8/2/2007 0:01,8/2/2007 6:46,WOP_TEST,6.75,2.191955762,0,11.53132504,0.324734187,0,1.70834445,NonSIBU,Switched PK-A1/A8/A11/A12/A14 to HP mode due to well test
PK-A14:S1,8/3/2007 0:01,8/3/2007 5:56,WOP_TEST,5.916666667,1.978432134,0,10.23717294,0.334382896,0,1.730226412,NonSIBU,Switched to HP for A11 well test
PK-A1:S1,8/3/2007 0:01,8/3/2007 10:12,WOP_TEST,10.18333333,12.11317988,0,96.70257433,1.1895103,0,9.496161148,NonSIBU,Switched to HP for A11 well test
PK-A12:S1,8/3/2007 0:01,8/3/2007 4:36,WOP_TEST,4.583333333,2.104204648,0,15.39609764,0.459099196,0,3.359148576,NonSIBU,Switched to HP for A11 well test
PK-A1:S1,8/4/2007 0:01,8/4/2007 10:19,WOP_SPMA,10.3,12.0582006,0,103.7909511,1.170699087,0,10.07679137,NonSIBU,Switched to HP
