EVENTDAYWELLNAME,start_time,end_time,EVENTNAME,EVENTDAYDOWNTIME,EVENTDAYLOSSGAS,EVENTDAYLOSSOIL,EVENTDAYLOSSCONDENSATEFORMATION,GAS RATE,OIL RATE,CONDENSATE RATE,SIBU/NonSIBU,ROOTCAUSEDESCRIPTION
PK-A14:S1,6/16/2012 0:00,6/17/2012 0:00,SFENP_PIPE,24,4.84E-06,0,5.08E-05,2.01667E-07,0,2.11667E-06,NonSIBU,S/I due to internal part abbrassive
PK-A12:S1,6/17/2012 0:00,6/18/2012 0:00,WONP_SAND,24,5.41E-05,0,0,2.25417E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,6/17/2012 0:00,6/18/2012 0:00,SFENP_PIPE,24,4.84E-06,0,4.03E-05,2.01667E-07,0,1.67917E-06,NonSIBU,S/I due to internal part abbrassive
PK-A12:S1,6/18/2012 0:00,6/19/2012 0:00,WONP_SAND,24,5.57E-05,0,0,2.32083E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,6/18/2012 0:00,6/19/2012 0:00,SFENP_PIPE,24,4.84E-06,0,4.22E-05,2.01667E-07,0,1.75833E-06,NonSIBU,S/I due to internal part abbrassive
PK-A14:S1,6/19/2012 0:00,6/20/2012 0:00,SFENP_PIPE,24,4.84E-06,0,4.95E-05,2.01667E-07,0,2.0625E-06,NonSIBU,S/I due to internal part abbrassive
PK-A12:S1,6/19/2012 0:00,6/20/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,6/20/2012 0:00,6/21/2012 0:00,SFENP_PIPE,24,4.84E-06,0,3.89E-05,2.01667E-07,0,1.62083E-06,NonSIBU,S/I due to internal part abbrassive
PK-A12:S1,6/20/2012 0:00,6/21/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,6/21/2012 0:00,6/22/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,6/21/2012 0:00,6/22/2012 0:00,SFENP_PIPE,24,4.95E-06,0,4.02E-05,2.0625E-07,0,0.000001675,NonSIBU,S/I due to internal part abbrassive
PK-A14:S1,6/22/2012 0:00,6/23/2012 0:00,SFENP_PIPE,24,4.73E-06,0,3.98E-05,1.97083E-07,0,1.65833E-06,NonSIBU,S/I due to internal part abbrassive
PK-A12:S1,6/22/2012 0:00,6/23/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,6/23/2012 0:00,6/24/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,6/23/2012 0:00,6/24/2012 0:00,SFENP_PIPE,24,4.84E-06,0,3.91E-05,2.01667E-07,0,1.62917E-06,NonSIBU,S/I due to internal part abbrassive
PK-A12:S1,6/24/2012 0:00,6/25/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,6/24/2012 0:00,6/25/2012 0:00,SFENP_PIPE,24,4.95E-06,0,3.68E-05,2.0625E-07,0,1.53333E-06,NonSIBU,S/I due to internal part abbrassive
PK-A11-ST1:S1,6/24/2012 15:25,6/25/2012 0:00,WOP_DRIL,8.583333333,2.319766435,0,0,0.270264051,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A17-pSH2:S1,6/24/2012 15:25,6/25/2012 0:00,WOP_DRIL,8.583333333,2.422633963,0,11.83245661,0.282248617,0,1.378538634,NonSIBU,S/I for Rig heavy lifting
PK-A10:S1,6/24/2012 15:25,6/25/2012 0:00,WOP_DRIL,8.583333333,2.573800042,0,0,0.299860199,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A15-pSH1.T1:S1,6/24/2012 15:25,6/25/2012 0:00,WOP_DRIL,8.583333333,2.866722315,0,12.83404557,0.333987066,0,1.49522861,NonSIBU,S/I for Rig heavy lifting
PK-A19-rSH1:S1,6/24/2012 15:25,6/25/2012 0:00,WOP_DRIL,8.583333333,2.255406805,0,0,0.262765841,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A12:S1,6/25/2012 0:00,6/26/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A11-ST1:S1,6/25/2012 0:00,6/25/2012 0:15,WOP_DRIL,0.25,0.042993626,0,0,0.171974504,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A19-rSH1:S1,6/25/2012 0:00,6/25/2012 0:13,WOP_DRIL,0.216666667,0.164634775,0,0,0.759852807,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A19-rSH1:S1,6/25/2012 0:00,6/26/2012 0:00,WOP_DRIL,24,0.773,0,0,0.032208333,0,0,NonSIBU,"PK-A9/10/11/15/17/19/20, S/I for Rig heavy lifting"
PK-A14:S1,6/25/2012 0:00,6/25/2012 10:10,SFENP_PIPE,10.16666667,2.06E-06,0,1.26E-05,2.02623E-07,0,1.23934E-06,NonSIBU,S/I due to internal part abbrassive
PK-A11-ST1:S1,6/25/2012 0:00,6/26/2012 0:00,WOP_DRIL,24,0.04,0,0,0.001666667,0,0,NonSIBU,"PK-A9/10/11/15/17/19/20, S/I for Rig heavy lifting S/I for Rig heavy lifting & POP by Ramp up"
PK-A17-pSH2:S1,6/25/2012 0:00,6/25/2012 0:11,WOP_DRIL,0.183333333,0.132365252,0,0.136208315,0.721992285,0,0.742954447,NonSIBU,S/I for Rig heavy lifting
PK-A15-pSH1.T1:S1,6/25/2012 0:00,6/25/2012 0:10,WOP_DRIL,0.166666667,0.220105395,0,0.045120542,1.320632367,0,0.270723251,NonSIBU,S/I for Rig heavy lifting
PK-A10:S1,6/25/2012 0:00,6/25/2012 0:12,WOP_DRIL,0.2,0.201422199,0,0,1.007110995,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A17-pSH2:S1,6/25/2012 0:00,6/26/2012 0:00,WOP_DRIL,24,2.566,0,12.693,0.106916667,0,0.528875,NonSIBU,"PK-A9/10/11/15/17/19/20, S/I for Rig heavy lifting  S/I for Rig heavy lifting"
PK-A15-pSH1.T1:S1,6/25/2012 0:00,6/26/2012 0:00,WOP_DRIL,24,0,0,0,0,0,0,NonSIBU,"PK-A1/3/4/10/11/15/17, S/I for heavy lifting on PK-A8  S/I for Rig heavy lifting & POP by Ramp up"
PK-A12:S1,6/26/2012 0:00,6/27/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A1:S1,6/26/2012 6:05,6/26/2012 16:07,WOP_DRIL,10.03333333,4.45927551,0,0,0.444446064,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A17-pSH2:S1,6/26/2012 6:05,6/26/2012 16:08,WOP_DRIL,10.05,1.916560141,0,9.341462397,0.190702502,0,0.929498746,NonSIBU,S/I for Rig heavy lifting
PK-A11-ST1:S1,6/26/2012 6:05,6/26/2012 16:05,WOP_DRIL,10,0.198729365,0,0,0.019872937,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A15-pSH1.T1:S1,6/26/2012 6:05,6/26/2012 17:35,WOP_DRIL,11.5,3.466245752,0,15.45816528,0.301412674,0,1.344188285,NonSIBU,S/I for Rig heavy lifting
PK-A10:S1,6/26/2012 6:05,6/26/2012 16:06,WOP_DRIL,10.01666667,2.904764149,0,0,0.289993093,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A12:S1,6/27/2012 0:00,6/28/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,6/28/2012 0:00,6/29/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,6/29/2012 0:00,6/30/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,6/30/2012 0:00,7/1/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/1/2012 0:00,7/2/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/2/2012 0:00,7/3/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A1:S1,7/2/2012 3:00,7/3/2012 0:00,WOP_DRIL,21,4.041678176,0,0,0.192460866,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A10:S1,7/2/2012 3:00,7/3/2012 0:00,WOP_DRIL,21,6.17138592,0,0,0.29387552,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A11-ST1:S1,7/2/2012 3:00,7/3/2012 0:00,WOP_DRIL,21,4.167194282,0,0,0.198437823,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A10:S1,7/3/2012 0:00,7/3/2012 1:10,WOP_DRIL,1.166666667,0.415945422,0,0,0.356524647,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A12:S1,7/3/2012 0:00,7/4/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A1:S1,7/3/2012 0:00,7/3/2012 1:10,WOP_DRIL,1.166666667,0.273483386,0,0,0.234414331,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A11-ST1:S1,7/3/2012 0:00,7/3/2012 1:10,WOP_DRIL,1.166666667,0.283204207,0,0,0.242746463,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A12:S1,7/4/2012 0:00,7/5/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/5/2012 0:00,7/6/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/6/2012 0:00,7/7/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/7/2012 0:00,7/8/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/8/2012 0:00,7/9/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/9/2012 0:00,7/10/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/10/2012 0:00,7/11/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/11/2012 0:00,7/12/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/12/2012 0:00,7/13/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/13/2012 0:00,7/14/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/14/2012 0:00,7/15/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/15/2012 0:00,7/16/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/16/2012 0:00,7/17/2012 0:00,WONP_SAND,24,5.51E-05,0,0,2.29583E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/17/2012 0:00,7/18/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,7/17/2012 18:00,7/18/2012 0:00,WONP_SAND,6,1.50E-06,0,1.91E-05,0.00000025,0,3.18333E-06,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/18/2012 0:00,7/19/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,7/18/2012 0:00,7/19/2012 0:00,WONP_SAND,24,6.52E-06,0,3.36E-05,2.71667E-07,0,0.0000014,NonSIBU,S/I due to high sand detected
PK-A14:S1,7/19/2012 0:00,7/20/2012 0:00,WONP_SAND,24,6.52E-06,0,4.48E-05,2.71667E-07,0,1.86667E-06,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/19/2012 0:00,7/20/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,7/20/2012 0:00,7/21/2012 0:00,WONP_SAND,24,6.48E-06,0,4.40E-05,0.00000027,0,1.83333E-06,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/20/2012 0:00,7/21/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A15-pSH1.T1:S1,7/20/2012 10:45,7/20/2012 18:43,SFPNP_PROB,7.966666667,2.31185605,0,9.797194195,0.290191136,0,1.22977333,NonSIBU,ESD 1.2 by LAHH 10140 KO drum
PK-A11-ST1:S1,7/20/2012 10:45,7/20/2012 18:00,SFPNP_PROB,7.25,1.395863588,0,0,0.192532909,0,0,NonSIBU,ESD 1.2 by LAHH 10140 KO drum
PK-A10:S1,7/20/2012 10:45,7/20/2012 18:29,SFPNP_PROB,7.733333333,2.164429517,0,0,0.279883127,0,0,NonSIBU,ESD 1.2 by LAHH 10140 KO drum
PK-A19-rSH1:S1,7/20/2012 10:45,7/21/2012 0:00,SFPNP_PROB,13.25,2.11792668,0,0,0.159843523,0,0,NonSIBU,ESD 1.2 by LAHH 10140 KO drum
PK-A1:S1,7/20/2012 10:45,7/20/2012 18:00,SFPNP_PROB,7.25,1.29717815,0,0,0.178921124,0,0,NonSIBU,ESD 1.2 by LAHH 10140 KO drum
PK-A17-pSH2:S1,7/20/2012 10:45,7/20/2012 13:40,SFPNP_PROB,2.916666667,0.604889272,0,2.934444067,0.207390608,0,1.006095109,NonSIBU,ESD 1.2 by LAHH 10140 KO drum
PK-A1:S1,7/20/2012 19:04,7/21/2012 0:00,SFPNP_PROB,4.933333333,0.882677546,0,0,0.178921124,0,0,NonSIBU,EED 3.1Y by LAHH 10141 Kodrum
PK-A11-ST1:S1,7/20/2012 19:04,7/21/2012 0:00,SFPNP_PROB,4.933333333,0.949829017,0,0,0.192532909,0,0,NonSIBU,EED 3.1Y by LAHH 10141 Kodrum
PK-A10:S1,7/20/2012 19:04,7/21/2012 0:00,SFPNP_PROB,4.933333333,1.380756761,0,0,0.279883127,0,0,NonSIBU,ESD 3.1Y by LAHH 10141 KO drum
PK-A15-pSH1.T1:S1,7/20/2012 19:04,7/21/2012 0:00,SFPNP_PROB,4.933333333,1.431609604,0,6.066881761,0.290191136,0,1.22977333,NonSIBU,EED 3.1Y by LAHH 10141 Kodrum
PK-A10:S1,7/21/2012 0:00,7/21/2012 7:20,SFPNP_PROB,7.333333333,1.979944591,0,0,0.269992444,0,0,NonSIBU,ESD 3.1Y by LAHH10141
PK-A12:S1,7/21/2012 0:00,7/22/2012 0:00,WONP_SAND,24,5.57E-05,0,0,2.32083E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A19-rSH1:S1,7/21/2012 0:00,7/21/2012 8:35,SFPNP_PROB,8.583333333,1.332618456,0,0,0.155256519,0,0,NonSIBU,ESD 3.1Y by LAHH10141
PK-A11-ST1:S1,7/21/2012 0:00,7/21/2012 7:20,SFPNP_PROB,7.333333333,1.362423098,0,0,0.185784968,0,0,NonSIBU,POP
PK-A1:S1,7/21/2012 0:00,7/21/2012 8:53,SFPNP_PROB,8.883333333,1.520107896,0,0,0.171119088,0,0,NonSIBU,ESD 3.1Y by LAHH10141
PK-A15-pSH1.T1:S1,7/21/2012 0:00,7/22/2012 0:00,SFPNP_PROB,24,0,0,0,0,0,0,NonSIBU,"""*All Wells"
PK-A15-pSH1.T1:S1,7/21/2012 0:00,7/21/2012 18:52,SFPNP_PROB,18.86666667,5.663397022,0,18.52731818,0.300180054,0,0.982013331,NonSIBU,ESD 3.1Y by LAHH10141
PK-A14:S1,7/21/2012 0:00,7/22/2012 0:00,WONP_SAND,24,6.52E-06,0,3.42E-05,2.71667E-07,0,0.000001425,NonSIBU,S/I due to high sand detected
PK-A14:S1,7/22/2012 0:00,7/23/2012 0:00,WONP_SAND,24,6.55E-06,0,3.59E-05,2.72917E-07,0,1.49583E-06,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/22/2012 0:00,7/23/2012 0:00,WONP_SAND,24,5.57E-05,0,0,2.32083E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,7/23/2012 0:00,7/24/2012 0:00,WONP_SAND,24,6.55E-06,0,3.26E-05,2.72917E-07,0,1.35833E-06,NonSIBU,S/I due to high sand detected
PK-A11-ST1:S1,7/23/2012 0:00,7/24/2012 0:00,WOP_DRIL,24,0.196,0,0,0.008166667,0,0,NonSIBU,Ramp down to S/I for Rig skidding from PK-A8 to PK-A16
PK-A12:S1,7/23/2012 0:00,7/24/2012 0:00,WONP_SAND,24,5.57E-05,0,0,2.32083E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A1:S1,7/23/2012 0:00,7/24/2012 0:00,WOP_DRIL,24,0.657,0,0,0.027375,0,0,NonSIBU,Ramp down to S/I for Rig skidding from PK-A8 to PK-A16
PK-A10:S1,7/23/2012 0:00,7/24/2012 0:00,WOP_DRIL,24,0.14,0,0,0.005833333,0,0,NonSIBU,Ramp down to S/I for Rig skidding from PK-A8 to PK-A16
PK-A11-ST1:S1,7/23/2012 4:45,7/24/2012 0:00,WOP_DRIL,19.25,3.686428149,0,0,0.191502761,0,0,NonSIBU,S/I for rig heavy lifting (skidding from PK-A8 to PK-A16)
PK-A10:S1,7/23/2012 4:45,7/24/2012 0:00,WOP_DRIL,19.25,5.353442998,0,0,0.278100935,0,0,NonSIBU,S/I for rig heavy lifting (skidding from PK-A8 to PK-A16)
PK-A1:S1,7/23/2012 4:45,7/23/2012 14:18,WOP_DRIL,9.55,1.629306822,0,0,0.170608044,0,0,NonSIBU,S/I for rig heavy lifting (skidding from PK-A8 to PK-A16)
PK-A15-pSH1.T1:S1,7/23/2012 16:45,7/24/2012 0:00,WOP_DRIL,7.25,2.075109504,0,6.738920701,0.286222001,0,0.929506304,NonSIBU,S/I for rig heavy lifting (skidding from PK-A8 to PK-A16)
PK-A17-pSH2:S1,7/23/2012 16:45,7/24/2012 0:00,WOP_DRIL,7.25,1.497220193,0,5.304479967,0.20651313,0,0.731652409,NonSIBU,S/I for rig heavy lifting (skidding from PK-A8 to PK-A16)
PK-A19-rSH1:S1,7/23/2012 16:45,7/24/2012 0:00,WOP_DRIL,7.25,1.108099975,0,0,0.152841376,0,0,NonSIBU,S/I for rig heavy lifting (skidding from PK-A8 to PK-A16)
PK-A19-rSH1:S1,7/24/2012 0:00,7/24/2012 3:44,WOP_DRIL,3.733333333,0.589199079,0,0,0.157821182,0,0,NonSIBU,S/I for rig heavy lifting (skidding from PK-A8 to PK-A16)
PK-A10:S1,7/24/2012 0:00,7/24/2012 3:14,WOP_DRIL,3.233333333,0.897500137,0,0,0.277577362,0,0,NonSIBU,S/I for rig heavy lifting (skidding from PK-A8 to PK-A16)
PK-A11-ST1:S1,7/24/2012 0:00,7/24/2012 3:14,WOP_DRIL,3.233333333,0.61796209,0,0,0.191122296,0,0,NonSIBU,S/I for rig heavy lifting (skidding from PK-A8 to PK-A16)
PK-A15-pSH1.T1:S1,7/24/2012 0:00,7/24/2012 3:43,WOP_DRIL,3.716666667,1.006969955,0,3.854214771,0.27093362,0,1.037008458,NonSIBU,S/I for rig heavy lifting (skidding from PK-A8 to PK-A16)
PK-A15-pSH1.T1:S1,7/24/2012 0:00,7/25/2012 0:00,WOP_DRIL,24,0,0,0,0,0,0,NonSIBU,"""*PK-A1/3/10/11/9/15/17/19/20"
PK-A12:S1,7/24/2012 0:00,7/25/2012 0:00,WONP_SAND,24,5.57E-05,0,0,2.32083E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A17-pSH2:S1,7/24/2012 0:00,7/25/2012 0:00,WOP_DRIL,24,0.412,0,1.668,0.017166667,0,0.0695,NonSIBU,"""*PK-A1/3/10/11/9/15/17/19/20"
PK-A19-rSH1:S1,7/24/2012 0:00,7/25/2012 0:00,WOP_DRIL,24,0.585,0,0,0.024375,0,0,NonSIBU,"""*PK-A1/3/10/11/9/15/17/19/20"
PK-A14:S1,7/24/2012 0:00,7/25/2012 0:00,WONP_SAND,24,6.55E-06,0,3.92E-05,2.72917E-07,0,1.63333E-06,NonSIBU,S/I due to high sand detected
PK-A11-ST1:S1,7/24/2012 0:00,7/25/2012 0:00,WOP_DRIL,24,0.998,0,0,0.041583333,0,0,NonSIBU,"""*PK-A1/3/10/11/9/15/17/19/20"
PK-A10:S1,7/24/2012 0:00,7/25/2012 0:00,WOP_DRIL,24,1.282,0,0,0.053416667,0,0,NonSIBU,"""*PK-A1/3/10/11/9/15/17/19/20"
PK-A17-pSH2:S1,7/24/2012 0:00,7/24/2012 3:37,WOP_DRIL,3.616666667,0.792115801,0,3.300906126,0.219018194,0,0.912692938,NonSIBU,S/I for rig heavy lifting (skidding from PK-A8 to PK-A16)
PK-A17-pSH2:S1,7/24/2012 9:55,7/24/2012 10:30,SFENP_EQIN,0.583333333,0.127760613,0,0.532404214,0.219018194,0,0.912692939,NonSIBU,S/I due to got ESD 3.1 by PALL-10P13B
PK-A15-pSH1.T1:S1,7/24/2012 9:55,7/24/2012 10:30,SFENP_EQIN,0.583333333,0.158044612,0,0.604921601,0.270933621,0,1.037008459,NonSIBU,S/I due to got ESD 3.1 by PALL-10P13B
PK-A12:S1,7/25/2012 0:00,7/26/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,7/25/2012 0:00,7/26/2012 0:00,WONP_SAND,24,6.52E-06,0,3.28E-05,2.71667E-07,0,1.36667E-06,NonSIBU,S/I due to high sand detected
PK-A11-ST1:S1,7/25/2012 0:00,7/25/2012 9:30,SFENP_EQIN,9.5,1.80023779,0,0,0.189498715,0,0,NonSIBU,S/I due DHSV close by itself
PK-A14:S1,7/26/2012 0:00,7/27/2012 0:00,WONP_SAND,24,6.52E-06,0,3.22E-05,2.71667E-07,0,1.34167E-06,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/26/2012 0:00,7/27/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A11-ST1:S1,7/26/2012 21:30,7/27/2012 0:00,WOP_DRIL,2.5,0.441186259,0,0,0.176474504,0,0,NonSIBU,S/I for heavy lifting and skidding from PK-A16 to PK-A18
PK-A19-rSH1:S1,7/26/2012 21:30,7/27/2012 0:00,WOP_DRIL,2.5,0.362933264,0,0,0.145173306,0,0,NonSIBU,S/I for heavy lifting and skidding from PK-A16 to PK-A18
PK-A17-pSH2:S1,7/26/2012 21:30,7/27/2012 0:00,WOP_DRIL,2.5,0.492130308,0,1.873124924,0.196852123,0,0.74924997,NonSIBU,S/I for heavy lifting and skidding from PK-A16 to PK-A18
PK-A10:S1,7/26/2012 21:30,7/27/2012 0:00,WOP_DRIL,2.5,0.640023798,0,0,0.256009519,0,0,NonSIBU,S/I for heavy lifting and skidding from PK-A16 to PK-A18
PK-A15-pSH1.T1:S1,7/26/2012 21:30,7/27/2012 0:00,WOP_DRIL,2.5,0.774690575,0,2.702742769,0.30987623,0,1.081097108,NonSIBU,S/I for heavy lifting and skidding from PK-A16 to PK-A18
PK-A11-ST1:S1,7/27/2012 0:00,7/27/2012 3:10,WOP_DRIL,3.166666667,0.670739939,0,0,0.211812612,0,0,NonSIBU,S/I for heavy lifting and skidding from PK-A16 to PK-A18
PK-A19-rSH1:S1,7/27/2012 0:00,7/27/2012 3:10,WOP_DRIL,3.166666667,0.551092794,0,0,0.174029303,0,0,NonSIBU,S/I for heavy lifting and skidding from PK-A16 to PK-A18
PK-A17-pSH2:S1,7/27/2012 0:00,7/27/2012 3:10,WOP_DRIL,3.166666667,0.727816997,0,2.195844021,0.229836946,0,0.693424428,NonSIBU,S/I for heavy lifting and skidding from PK-A16 to PK-A18
PK-A12:S1,7/27/2012 0:00,7/28/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,7/27/2012 0:00,7/28/2012 0:00,WONP_SAND,24,6.52E-06,0,3.10E-05,2.71667E-07,0,1.29167E-06,NonSIBU,S/I due to high sand detected
PK-A10:S1,7/27/2012 0:00,7/27/2012 3:10,WOP_DRIL,3.166666667,0.972833555,0,0,0.307210596,0,0,NonSIBU,S/I for heavy lifting and skidding from PK-A16 to PK-A18
PK-A15-pSH1.T1:S1,7/27/2012 0:00,7/27/2012 3:10,WOP_DRIL,3.166666667,1.176219882,0,3.252793968,0.371437857,0,1.027198095,NonSIBU,S/I for heavy lifting and skidding from PK-A16 to PK-A18
PK-A12:S1,7/28/2012 0:00,7/29/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,7/28/2012 0:00,7/29/2012 0:00,WONP_SAND,24,6.52E-06,0,3.51E-05,2.71667E-07,0,1.4625E-06,NonSIBU,S/I due to high sand detected
PK-A14:S1,7/29/2012 0:00,7/30/2012 0:00,WONP_SAND,24,6.52E-06,0,3.62E-05,2.71667E-07,0,1.50833E-06,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/29/2012 0:00,7/30/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,7/30/2012 0:00,7/31/2012 0:00,WONP_SAND,24,6.52E-06,0,4.09E-05,2.71667E-07,0,1.70417E-06,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/30/2012 0:00,7/31/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A1:S1,7/30/2012 18:45,7/30/2012 21:15,WOP_DRIL,2.5,0.300725351,0,0,0.12029014,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A10:S1,7/30/2012 18:45,7/30/2012 21:15,WOP_DRIL,2.5,0.535522823,0,0,0.214209129,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A11-ST1:S1,7/30/2012 18:45,7/30/2012 21:15,WOP_DRIL,2.5,0.369489974,0,0,0.14779599,0,0,NonSIBU,S/I for Rig heavy lifting
PK-A14:S1,7/31/2012 0:00,8/1/2012 0:00,WONP_SAND,24,6.52E-06,0,3.80E-05,2.71667E-07,0,1.58333E-06,NonSIBU,S/I due to high sand detected
PK-A12:S1,7/31/2012 0:00,8/1/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A12:S1,8/1/2012 0:00,8/2/2012 0:00,WONP_SAND,24,5.54E-05,0,0,2.30833E-06,0,0,NonSIBU,S/I due to high sand detected
PK-A14:S1,8/1/2012 0:00,8/2/2012 0:00,WONP_SAND,24,6.65E-06,0,3.76E-05,2.77083E-07,0,1.56667E-06,NonSIBU,S/I due to high sand detected
